department,education,gender,no_of_trainings,age,previous_year_rating,length_of_service,KPIs_met_more_than_80,avg_training_score,,3,
Operations,Bachelors,Male,1,30,4,5,0,60,,1,
Analytics,Bachelors,Male,1,38,1,8,0,84,,1,
Operations,Bachelors,Male,1,31,5,7,0,59,,1,
Operations,Masters & above,Female,1,43,2,10,1,62,,3,
Sales & Marketing,Bachelors,Male,1,28,N/A,1,0,49,,1,
Procurement,Bachelors,Male,2,45,3,4,0,69,,1,
Procurement,Bachelors,Male,1,27,5,5,1,65,,1,
Procurement,Bachelors,Male,1,41,4,6,1,63,,1,
Sales & Marketing,Bachelors,Male,1,47,5,13,0,50,,1,
Analytics,Bachelors,Male,1,35,1,3,1,88,,3,
Legal,Bachelors,Female,1,30,N/A,1,1,59,,1,
Finance,Bachelors,Male,1,34,3,8,0,58,,1,
Technology,Below Secondary,Female,1,24,3,3,0,79,,1,
Operations,Masters & above,Male,1,36,5,3,1,56,,1,
Sales & Marketing,Bachelors,Male,1,33,1,8,0,49,,3,
Procurement,Bachelors,Female,1,24,N/A,1,1,70,,1,
R&D,Masters & above,Female,1,31,4,2,1,82,,1,
Technology,Masters & above,Male,1,43,3,13,0,79,,1,
Operations,N/A,Male,1,33,3,5,1,62,,1,
Sales & Marketing,Bachelors,Male,1,41,5,6,1,49,,1,
Operations,Bachelors,Male,1,34,4,4,0,60,,1,
Technology,Masters & above,Female,1,45,3,4,0,80,,1,
Sales & Marketing,Bachelors,Male,1,41,4,4,1,53,,1,
Legal,Bachelors,Male,1,28,3,2,1,60,,1,
Analytics,Bachelors,Male,1,42,3,18,1,85,,1,
Operations,Bachelors,Male,1,32,3,5,1,56,,1,
Finance,Bachelors,Male,1,39,3,5,0,64,,1,
Operations,Masters & above,Male,1,42,5,14,1,60,,1,
Operations,Bachelors,Male,1,58,3,33,0,63,,1,
Operations,Bachelors,Male,1,40,3,3,1,59,,3,
Technology,Bachelors,Male,2,25,N/A,1,1,82,,3,
Finance,Below Secondary,Male,1,24,N/A,1,0,61,,1,
Technology,Bachelors,Male,1,27,2,4,0,80,,1,
Analytics,Bachelors,Male,1,37,3,3,1,82,,1,
Sales & Marketing,Bachelors,Male,2,42,5,4,0,49,,1,
Operations,Masters & above,Male,1,39,5,7,1,59,,1,
Procurement,Bachelors,Male,1,31,4,9,1,75,,1,
Sales & Marketing,Masters & above,Female,2,32,1,4,0,49,,1,
HR,Masters & above,Female,1,59,3,19,0,50,,1,
Technology,Masters & above,Female,1,36,2,7,0,76,,1,
Operations,Masters & above,Male,2,38,4,5,0,59,,1,
Technology,Bachelors,Female,1,28,5,4,1,83,,1,
Sales & Marketing,Bachelors,Male,1,40,4,10,1,48,,3,
Sales & Marketing,N/A,Male,1,24,N/A,1,1,49,,1,
Sales & Marketing,Bachelors,Male,2,29,3,2,0,47,,1,
Technology,Masters & above,Female,1,45,3,12,0,80,,1,
Operations,Masters & above,Female,3,50,5,6,1,61,,1,
Procurement,Masters & above,Female,1,43,3,3,1,69,,3,
Operations,Bachelors,Male,1,26,N/A,1,1,54,,1,
Sales & Marketing,Bachelors,Male,1,30,1,5,0,53,,1,
Technology,Bachelors,Female,1,38,3,10,0,83,,1,
Analytics,Masters & above,Male,1,36,4,3,1,88,,1,
Procurement,Bachelors,Female,1,60,4,7,1,67,,1,
HR,Bachelors,Male,1,41,3,17,0,44,,1,
Sales & Marketing,Masters & above,Male,1,36,3,2,1,49,,1,
Technology,Masters & above,Male,2,33,3,4,0,80,,1,
Operations,Masters & above,Female,1,40,3,7,1,57,,1,
Analytics,Masters & above,Male,2,51,4,7,0,80,,1,
Finance,Bachelors,Male,3,28,1,3,0,61,,1,
Procurement,Masters & above,Female,1,42,5,11,1,69,,1,
HR,Bachelors,Male,3,60,5,11,0,50,,1,
Operations,Bachelors,Female,1,36,3,5,0,59,,1,
Operations,Bachelors,Male,2,37,5,7,0,53,,1,
Analytics,Masters & above,Male,1,36,5,5,1,81,,1,
Analytics,Masters & above,Male,1,54,3,15,0,84,,1,
Sales & Marketing,Bachelors,Male,1,46,1,14,0,52,,3,
Sales & Marketing,Bachelors,Male,1,28,N/A,1,0,53,,1,
Technology,Masters & above,Male,1,38,3,3,0,79,,1,
Finance,Masters & above,Male,1,32,4,6,0,61,,1,
Technology,Masters & above,Female,1,40,2,12,0,86,,1,
Procurement,Bachelors,Female,2,30,3,7,1,71,,1,
Analytics,N/A,Male,2,34,4,7,1,82,,1,
Technology,Bachelors,Female,1,38,3,10,0,77,,1,
Sales & Marketing,Bachelors,Male,1,46,1,20,0,49,,3,
Sales & Marketing,Bachelors,Male,1,20,N/A,1,0,48,,1,
Sales & Marketing,Bachelors,Male,1,27,4,4,0,53,,1,
Analytics,Bachelors,Male,1,32,3,10,0,84,,1,
Operations,Bachelors,Male,3,30,4,3,0,60,,1,
Procurement,Bachelors,Male,1,57,3,28,0,70,,1,
Procurement,Masters & above,Female,1,32,1,5,0,68,,1,
Finance,Bachelors,Male,1,25,3,2,1,62,,1,
R&D,Bachelors,Male,1,33,3,2,0,87,,1,
Operations,Bachelors,Male,1,27,5,5,0,60,,1,
Operations,Masters & above,Male,1,51,4,22,0,56,,1,
Technology,Masters & above,Female,2,35,4,8,0,81,,1,
Technology,Bachelors,Female,1,32,4,4,1,79,,1,
Sales & Marketing,Masters & above,Male,1,30,3,4,0,49,,1,
Operations,Bachelors,Male,1,29,5,4,1,57,,1,
Technology,Masters & above,Male,1,37,5,3,1,80,,1,
Operations,Bachelors,Male,1,39,1,5,0,55,,1,
Legal,Bachelors,Male,1,31,3,2,0,59,,1,
Finance,Bachelors,Male,1,60,5,7,0,60,,1,
Technology,Bachelors,Female,1,37,3,2,1,89,,1,
Sales & Marketing,Bachelors,Male,1,36,3,7,0,48,,1,
Analytics,Bachelors,Male,1,31,1,2,0,80,,1,
Sales & Marketing,Masters & above,Male,2,40,1,13,0,48,,1,
Operations,Bachelors,Female,1,32,4,5,0,59,,1,
Sales & Marketing,N/A,Male,1,27,5,2,0,50,,1,
Analytics,Bachelors,Male,2,35,2,2,0,83,,1,
Technology,Masters & above,Male,1,43,5,14,1,83,,1,
Analytics,Bachelors,Male,2,28,5,2,1,92,,1,
Analytics,Bachelors,Male,2,38,3,14,0,84,,1,
Sales & Marketing,Bachelors,Male,1,25,2,2,1,44,,1,
Finance,Bachelors,Male,1,33,5,6,1,62,,1,
Sales & Marketing,Bachelors,Male,1,57,1,7,0,51,,1,
Legal,Bachelors,Male,1,34,5,6,1,57,,1,
Sales & Marketing,Bachelors,Male,1,48,3,8,0,52,,1,
Sales & Marketing,Bachelors,Male,2,43,1,3,1,48,,1,
Technology,Bachelors,Female,1,29,3,4,0,74,,1,
Operations,Masters & above,Female,1,49,5,3,1,63,,3,
Operations,Bachelors,Male,1,26,N/A,1,1,55,,1,
Analytics,Bachelors,Male,2,24,3,2,0,84,,1,
R&D,Masters & above,Male,2,37,5,4,0,84,,3,
Sales & Marketing,Bachelors,Female,4,28,N/A,1,0,54,,1,
Technology,Bachelors,Female,1,36,5,2,0,79,,1,
Operations,Masters & above,Male,2,39,3,7,1,57,,3,
Sales & Marketing,Bachelors,Male,2,30,N/A,1,0,48,,1,
Operations,Masters & above,Male,1,43,5,15,1,66,,1,
Sales & Marketing,Masters & above,Male,1,37,3,4,0,60,,1,
Sales & Marketing,Bachelors,Male,1,32,3,4,1,45,,1,
Sales & Marketing,Bachelors,Male,1,29,1,7,0,49,,1,
Operations,Bachelors,Male,1,34,4,4,0,57,,1,
Operations,Masters & above,Male,1,54,3,19,0,60,,1,
Operations,Bachelors,Male,1,35,4,4,0,61,,1,
Analytics,Bachelors,Male,1,27,3,3,1,82,,3,
HR,Bachelors,Male,1,28,N/A,1,0,49,,1,
Finance,Masters & above,Male,3,34,5,3,1,58,,1,
Sales & Marketing,N/A,Male,1,32,3,5,0,45,,1,
Analytics,Bachelors,Male,1,43,3,6,1,86,,3,
Sales & Marketing,Bachelors,Male,2,28,N/A,1,1,50,,1,
Operations,Bachelors,Male,1,46,3,17,0,60,,1,
Sales & Marketing,N/A,Female,1,28,3,4,0,45,,1,
Sales & Marketing,Bachelors,Male,1,31,3,4,1,46,,1,
Analytics,N/A,Male,3,24,3,2,0,81,,1,
Procurement,Bachelors,Male,1,33,4,2,0,73,,1,
HR,Bachelors,Female,1,29,5,4,0,49,,1,
Procurement,Bachelors,Female,2,43,3,11,0,70,,1,
Procurement,Bachelors,Female,1,25,3,3,0,72,,1,
Operations,Bachelors,Male,1,54,3,17,0,58,,1,
Finance,Bachelors,Female,1,31,4,6,0,58,,1,
Analytics,Masters & above,Male,1,33,5,6,1,97,,1,
Sales & Marketing,Bachelors,Male,1,33,5,5,1,43,,1,
Finance,Bachelors,Male,1,30,3,2,0,57,,3,
Operations,Bachelors,Male,1,25,N/A,1,1,58,,1,
Sales & Marketing,Bachelors,Male,1,27,5,4,0,47,,3,
HR,Bachelors,Male,1,28,N/A,1,0,50,,1,
Sales & Marketing,Masters & above,Male,1,29,4,2,0,44,,1,
Sales & Marketing,Masters & above,Male,1,34,3,7,1,48,,1,
Sales & Marketing,N/A,Male,1,34,5,4,1,52,,1,
Sales & Marketing,Bachelors,Male,1,38,5,4,1,50,,3,
Sales & Marketing,N/A,Male,1,23,N/A,1,0,50,,1,
Sales & Marketing,Masters & above,Male,1,34,4,10,1,85,,1,
Operations,Bachelors,Female,1,30,5,7,0,59,,1,
Analytics,Masters & above,Male,1,38,4,10,0,85,,1,
Procurement,Masters & above,Male,1,37,5,3,0,67,,1,
Sales & Marketing,Masters & above,Male,1,41,2,3,0,47,,1,
Operations,Bachelors,Male,1,38,3,9,0,61,,1,
Sales & Marketing,N/A,Male,1,30,3,3,0,49,,1,
Sales & Marketing,Masters & above,Male,1,48,3,25,0,46,,1,
Technology,Bachelors,Male,1,29,4,5,0,77,,1,
Procurement,Bachelors,Male,2,31,5,3,1,73,,1,
Sales & Marketing,Bachelors,Male,1,32,2,6,0,50,,1,
Sales & Marketing,Bachelors,Male,1,38,5,7,0,49,,1,
Procurement,Masters & above,Male,1,36,4,4,1,75,,1,
Analytics,Masters & above,Male,1,46,1,2,0,83,,1,
Sales & Marketing,Bachelors,Male,1,38,5,9,1,49,,1,
Sales & Marketing,Bachelors,Male,1,40,1,9,0,46,,1,
Operations,Masters & above,Male,1,50,3,15,0,58,,1,
Operations,Bachelors,Male,1,40,4,8,0,58,,1,
Sales & Marketing,Masters & above,Male,1,37,3,9,0,51,,1,
Sales & Marketing,Bachelors,Male,1,28,5,3,0,50,,1,
Sales & Marketing,Bachelors,Male,1,35,1,10,0,47,,1,
Procurement,Masters & above,Female,1,34,5,9,0,82,,1,
Sales & Marketing,Masters & above,Male,2,38,5,6,1,48,,1,
Sales & Marketing,N/A,Male,1,32,4,5,0,44,,1,
Sales & Marketing,Bachelors,Male,1,46,5,15,0,50,,1,
Operations,Bachelors,Male,1,28,3,4,0,63,,1,
Finance,Bachelors,Male,2,28,4,2,1,60,,1,
Operations,Masters & above,Male,1,34,4,3,0,77,,1,
Technology,Bachelors,Male,2,29,3,3,0,77,,1,
Analytics,Bachelors,Male,1,35,3,6,1,81,,1,
Analytics,Masters & above,Male,1,35,1,7,0,86,,1,
Procurement,Masters & above,Male,1,44,3,2,0,71,,1,
HR,Bachelors,Female,1,28,3,2,0,48,,1,
Sales & Marketing,Bachelors,Male,1,54,4,17,0,50,,1,
Procurement,Masters & above,Female,1,37,1,7,0,71,,1,
Analytics,Bachelors,Male,1,35,2,7,1,85,,1,
Operations,Bachelors,Female,1,43,4,5,1,59,,1,
Analytics,Bachelors,Male,2,33,4,4,1,85,,1,
Operations,Bachelors,Female,1,35,5,6,0,59,,1,
Procurement,Masters & above,Male,2,53,3,8,0,70,,1,
Operations,Bachelors,Female,1,27,5,2,0,62,,1,
Finance,Bachelors,Female,1,37,3,12,0,63,,1,
Technology,Bachelors,Male,1,56,1,28,0,78,,1,
Sales & Marketing,Masters & above,Male,2,43,3,2,0,47,,1,
Sales & Marketing,Masters & above,Male,1,32,4,9,0,50,,1,
Finance,Bachelors,Female,1,28,5,3,1,63,,1,
Analytics,Bachelors,Male,2,32,2,9,0,84,,1,
Sales & Marketing,Bachelors,Male,1,41,2,13,0,48,,1,
Sales & Marketing,Bachelors,Male,1,54,5,24,1,48,,1,
Procurement,Masters & above,Male,1,31,3,7,0,67,,1,
Analytics,Bachelors,Male,1,32,5,6,1,92,,1,
Sales & Marketing,Bachelors,Female,1,32,3,4,0,49,,1,
Sales & Marketing,Masters & above,Male,3,39,3,5,0,46,,1,
Sales & Marketing,Masters & above,Male,2,38,1,7,1,49,,1,
Technology,Bachelors,Female,2,43,4,7,0,80,,1,
Sales & Marketing,Bachelors,Male,1,32,1,2,0,54,,1,
Sales & Marketing,Masters & above,Male,1,31,5,4,1,48,,1,
Sales & Marketing,Bachelors,Male,2,33,3,5,0,47,,1,
Sales & Marketing,Bachelors,Male,1,45,5,18,1,49,,1,
Operations,Bachelors,Female,1,38,5,10,1,57,,1,
Sales & Marketing,Bachelors,Male,1,33,2,5,0,51,,1,
Operations,Masters & above,Male,2,33,3,4,1,61,,1,
Sales & Marketing,Masters & above,Male,1,37,5,3,1,45,,1,
Sales & Marketing,Masters & above,Male,2,45,3,16,0,46,,1,
Analytics,Bachelors,Male,1,36,5,8,0,85,,1,
Sales & Marketing,Bachelors,Male,1,31,2,6,1,49,,1,
Procurement,Bachelors,Female,1,55,4,15,0,68,,1,
Operations,Bachelors,Female,1,43,3,5,0,58,,1,
Procurement,Bachelors,Female,1,31,4,5,0,71,,1,
Operations,Bachelors,Male,1,33,3,3,0,62,,1,
Sales & Marketing,Bachelors,Male,2,31,1,6,0,48,,1,
Operations,Bachelors,Male,1,46,3,17,0,62,,1,
Analytics,Bachelors,Male,1,27,4,2,0,85,,1,
Operations,Bachelors,Male,1,37,5,10,1,63,,1,
Sales & Marketing,Masters & above,Male,1,40,2,8,0,46,,1,
Sales & Marketing,Bachelors,Female,2,28,3,6,0,51,,1,
HR,Masters & above,Female,1,36,4,7,0,54,,1,
Sales & Marketing,Masters & above,Male,1,40,3,10,0,50,,1,
Operations,Masters & above,Male,1,36,5,4,1,61,,1,
Procurement,Masters & above,Female,1,42,4,12,1,71,,1,
Operations,Masters & above,Male,1,41,3,7,1,59,,1,
Finance,Masters & above,Male,1,33,3,5,1,60,,3,
Technology,Bachelors,Male,1,29,N/A,1,0,78,,1,
Procurement,Bachelors,Female,1,36,4,3,1,68,,3,
Sales & Marketing,Bachelors,Male,2,26,N/A,1,0,49,,1,
Analytics,N/A,Male,1,24,2,2,0,85,,1,
Operations,Masters & above,Male,1,39,3,2,0,63,,1,
Analytics,Bachelors,Male,1,30,2,4,0,83,,1,
Finance,Bachelors,Male,1,29,3,7,1,97,,1,
Technology,Bachelors,Male,1,37,3,3,0,78,,1,
Operations,Masters & above,Male,2,40,3,11,1,63,,1,
Procurement,Bachelors,Male,1,36,1,3,0,68,,1,
Procurement,Bachelors,Male,1,35,4,7,1,68,,1,
HR,Masters & above,Female,1,51,3,17,0,44,,1,
Sales & Marketing,Masters & above,Male,1,33,3,4,1,50,,1,
Technology,Bachelors,Male,1,29,3,3,0,81,,1,
Sales & Marketing,Bachelors,Female,2,46,3,14,0,53,,1,
Sales & Marketing,Bachelors,Male,1,36,3,6,0,50,,1,
Operations,Masters & above,Male,1,50,3,9,0,59,,1,
Procurement,Below Secondary,Female,1,25,2,2,1,72,,1,
Analytics,Bachelors,Male,1,25,3,5,0,86,,1,
Sales & Marketing,Bachelors,Male,4,30,3,5,0,52,,3,
Procurement,Bachelors,Female,1,31,N/A,1,0,64,,1,
Procurement,Bachelors,Female,1,31,3,4,0,70,,1,
Procurement,Masters & above,Male,1,44,3,7,1,71,,1,
HR,Bachelors,Male,1,37,1,10,0,53,,1,
Analytics,Bachelors,Male,1,31,1,6,0,84,,1,
Operations,Masters & above,Male,1,50,2,9,0,59,,1,
Technology,Bachelors,Female,1,34,1,3,0,76,,1,
Sales & Marketing,Masters & above,Female,2,38,1,7,0,48,,1,
Sales & Marketing,Bachelors,Male,3,31,2,2,1,47,,1,
Sales & Marketing,Bachelors,Male,1,38,4,9,0,50,,1,
Procurement,Masters & above,Male,1,39,3,9,1,71,,1,
Sales & Marketing,Masters & above,Male,1,33,5,5,0,61,,1,
Sales & Marketing,Bachelors,Female,1,31,1,7,0,51,,1,
Finance,Bachelors,Female,1,25,3,2,0,62,,1,
Finance,Bachelors,Male,1,27,5,2,1,56,,1,
Sales & Marketing,Bachelors,Female,1,27,5,3,1,50,,1,
Technology,Bachelors,Male,1,32,2,7,1,77,,1,
Operations,Bachelors,Male,1,26,1,4,0,60,,1,
Sales & Marketing,Bachelors,Male,1,26,1,3,0,51,,1,
Operations,Bachelors,Female,1,38,3,4,1,60,,1,
HR,Masters & above,Male,1,34,3,4,1,53,,1,
Operations,Masters & above,Female,1,37,4,8,1,57,,1,
Operations,Masters & above,Female,1,40,4,12,1,59,,1,
Analytics,Bachelors,Male,1,28,4,3,1,85,,1,
Sales & Marketing,Bachelors,Male,1,46,4,7,0,52,,1,
Operations,Bachelors,Female,1,28,3,4,1,59,,1,
Sales & Marketing,Bachelors,Male,1,46,1,16,0,45,,1,
Operations,Masters & above,Male,1,38,3,4,1,58,,1,
Sales & Marketing,Bachelors,Male,2,31,1,3,0,53,,1,
Operations,Bachelors,Male,1,30,4,3,0,59,,1,
Sales & Marketing,N/A,Female,1,56,5,6,0,46,,1,
Technology,Masters & above,Male,1,58,4,13,1,83,,1,
Sales & Marketing,Bachelors,Male,1,29,4,3,1,51,,1,
Operations,Bachelors,Male,1,26,4,2,0,62,,1,
HR,Bachelors,Male,2,30,3,2,0,51,,1,
Sales & Marketing,Masters & above,Male,1,44,4,13,0,52,,1,
Operations,Bachelors,Female,2,34,5,6,0,62,,1,
Procurement,Masters & above,Female,1,54,1,4,1,69,,1,
Procurement,Masters & above,Female,1,44,5,14,1,73,,1,
R&D,Masters & above,Male,1,28,2,2,1,81,,1,
Operations,Bachelors,Male,1,31,3,3,1,62,,3,
Procurement,Bachelors,Male,2,29,N/A,1,0,69,,1,
Sales & Marketing,N/A,Male,2,34,3,8,0,50,,3,
Technology,Bachelors,Male,1,29,N/A,1,0,80,,1,
Technology,Masters & above,Male,1,54,3,18,0,79,,1,
Technology,Masters & above,Male,1,38,1,2,0,79,,1,
Operations,Bachelors,Female,1,39,1,6,0,62,,1,
Technology,Bachelors,Male,1,34,3,5,1,80,,1,
Sales & Marketing,Bachelors,Male,1,25,2,3,0,51,,1,
Finance,Bachelors,Male,1,30,1,4,1,64,,1,
Analytics,Bachelors,Male,1,31,2,8,0,86,,1,
Sales & Marketing,Bachelors,Male,1,35,3,9,0,47,,1,
Technology,Masters & above,Female,1,35,3,4,0,74,,1,
Sales & Marketing,Bachelors,Male,1,42,4,6,1,46,,1,
Sales & Marketing,Bachelors,Male,1,49,3,20,0,51,,1,
Technology,Masters & above,Male,2,46,3,10,0,75,,1,
Analytics,Bachelors,Male,1,43,1,9,0,82,,1,
Procurement,Bachelors,Female,1,34,3,2,1,71,,1,
Operations,Bachelors,Female,1,34,1,9,0,59,,1,
Technology,Masters & above,Female,1,32,1,5,0,75,,1,
Technology,Masters & above,Male,1,44,3,5,1,81,,1,
Technology,Bachelors,Male,3,37,1,9,0,75,,1,
Operations,Bachelors,Female,1,27,3,4,0,59,,1,
Operations,Masters & above,Male,1,34,5,4,1,58,,1,
Finance,Bachelors,Female,1,49,5,6,1,56,,1,
HR,Below Secondary,Male,1,21,1,2,0,48,,1,
Operations,Bachelors,Male,1,40,3,9,0,60,,1,
Finance,Bachelors,Male,1,35,1,7,0,58,,1,
Technology,Bachelors,Male,1,39,3,11,1,85,,1,
Sales & Marketing,Bachelors,Female,2,33,3,4,0,53,,1,
Sales & Marketing,Bachelors,Male,1,33,4,4,0,50,,1,
Procurement,Masters & above,Female,1,48,5,2,1,67,,1,
Sales & Marketing,Bachelors,Male,1,36,3,9,1,49,,1,
Sales & Marketing,Masters & above,Female,1,52,4,16,0,50,,1,
Sales & Marketing,Bachelors,Female,1,36,1,3,0,52,,1,
Analytics,Bachelors,Male,1,29,4,5,0,86,,1,
Technology,Masters & above,Male,1,32,4,5,1,84,,1,
Technology,Bachelors,Female,1,33,4,9,0,82,,1,
Technology,Masters & above,Male,1,36,3,2,0,83,,1,
Sales & Marketing,Bachelors,Male,1,27,5,2,1,47,,1,
R&D,Bachelors,Male,5,32,3,4,0,82,,3,
Technology,Bachelors,Male,1,25,N/A,1,0,81,,1,
Procurement,Masters & above,Female,1,39,5,2,1,70,,1,
Sales & Marketing,Masters & above,Male,1,35,3,8,0,49,,1,
HR,Bachelors,Female,1,25,4,2,1,49,,1,
Operations,Masters & above,Female,1,45,3,2,0,62,,1,
Procurement,Bachelors,Male,1,32,3,6,1,70,,1,
Sales & Marketing,Bachelors,Male,2,37,1,2,0,45,,1,
Operations,Masters & above,Female,1,38,3,11,0,59,,1,
Sales & Marketing,Masters & above,Female,1,43,4,9,0,49,,1,
Sales & Marketing,Bachelors,Male,1,44,2,10,0,51,,1,
Procurement,Masters & above,Female,2,39,4,10,1,73,,1,
Sales & Marketing,Masters & above,Male,1,46,1,16,0,49,,1,
Sales & Marketing,Masters & above,Male,1,42,1,11,0,51,,1,
Procurement,Masters & above,Male,1,33,5,4,1,68,,1,
Sales & Marketing,Bachelors,Male,1,30,3,7,1,47,,1,
Operations,Masters & above,Female,1,60,3,6,1,58,,1,
Sales & Marketing,Masters & above,Male,1,37,4,6,1,93,,1,
Finance,Masters & above,Male,1,32,3,5,0,59,,3,
HR,Below Secondary,Female,1,22,N/A,1,0,52,,1,
Procurement,Bachelors,Female,1,33,3,3,0,68,,1,
Analytics,Bachelors,Male,1,49,3,9,0,89,,1,
Sales & Marketing,Masters & above,Male,2,39,2,4,0,52,,1,
HR,N/A,Male,1,34,5,9,1,55,,1,
Technology,Masters & above,Male,1,48,4,5,0,77,,1,
Operations,Bachelors,Female,1,32,3,7,0,58,,1,
Operations,Bachelors,Male,1,45,5,12,0,59,,1,
Analytics,Bachelors,Male,2,28,4,4,0,86,,1,
Operations,Bachelors,Male,1,37,4,9,0,58,,1,
Procurement,Masters & above,Male,1,44,4,3,0,71,,1,
R&D,Masters & above,Male,2,38,4,7,0,84,,1,
Analytics,Bachelors,Male,2,28,4,4,0,82,,1,
Procurement,Bachelors,Female,2,48,1,6,0,73,,1,
Sales & Marketing,Bachelors,Male,1,33,3,4,0,49,,1,
Operations,Bachelors,Male,1,39,5,4,0,61,,1,
Finance,Bachelors,Male,1,34,1,3,0,62,,1,
Operations,Bachelors,Female,1,46,4,16,0,57,,1,
Procurement,Masters & above,Female,1,55,3,5,1,69,,1,
Analytics,Bachelors,Male,1,33,5,5,0,89,,1,
Technology,Bachelors,Male,1,31,3,4,1,75,,1,
Finance,Bachelors,Male,1,28,3,2,1,56,,1,
Technology,Masters & above,Male,2,58,3,3,0,75,,1,
Sales & Marketing,Bachelors,Female,1,48,3,16,0,62,,1,
Technology,Below Secondary,Male,1,23,4,2,0,79,,1,
HR,Masters & above,Male,1,50,4,4,1,47,,1,
Sales & Marketing,Bachelors,Female,1,28,3,7,0,60,,1,
Operations,Bachelors,Male,1,38,5,7,0,57,,1,
Sales & Marketing,Bachelors,Male,1,39,1,8,0,51,,1,
Sales & Marketing,Bachelors,Male,1,30,1,3,0,49,,1,
Procurement,Bachelors,Female,1,32,3,2,1,66,,1,
R&D,Bachelors,Male,1,29,5,4,1,80,,1,
Procurement,Bachelors,Male,1,27,4,3,1,64,,3,
Sales & Marketing,Bachelors,Male,1,26,N/A,1,1,46,,1,
Procurement,Masters & above,Male,1,47,2,6,0,71,,1,
Sales & Marketing,Bachelors,Male,1,33,3,10,0,52,,1,
Sales & Marketing,Masters & above,Male,1,38,2,9,0,47,,1,
Operations,Bachelors,Male,1,26,3,2,1,61,,3,
Legal,Below Secondary,Male,1,24,N/A,1,0,57,,1,
Analytics,N/A,Male,1,32,5,6,1,86,,3,
Sales & Marketing,Bachelors,Male,2,25,N/A,1,0,49,,1,
Procurement,Masters & above,Male,1,56,4,22,0,72,,1,
Technology,Masters & above,Female,1,35,1,3,1,74,,1,
Sales & Marketing,Bachelors,Male,1,42,2,7,0,55,,1,
Procurement,Bachelors,Male,1,35,3,10,0,81,,1,
Analytics,Bachelors,Male,1,33,3,8,0,86,,1,
Procurement,Bachelors,Male,1,31,3,9,1,75,,1,
Technology,Bachelors,Male,1,41,3,3,0,81,,1,
Legal,Masters & above,Male,1,56,1,17,0,55,,1,
Sales & Marketing,Bachelors,Female,1,32,4,4,0,53,,3,
Operations,Below Secondary,Male,1,24,N/A,1,1,61,,1,
Technology,Masters & above,Female,1,37,1,10,0,82,,1,
Analytics,Bachelors,Male,1,30,4,4,1,85,,1,
Operations,Bachelors,Male,1,52,5,5,1,62,,1,
Operations,Bachelors,Male,1,32,3,6,0,60,,1,
Legal,Bachelors,Male,1,30,3,2,1,51,,1,
Technology,Bachelors,Male,1,32,3,3,0,76,,1,
Operations,Masters & above,Male,1,57,4,16,0,63,,1,
Finance,Bachelors,Male,1,31,5,3,0,59,,1,
Procurement,Bachelors,Female,1,31,3,3,1,65,,1,
Procurement,Masters & above,Male,1,49,1,4,0,66,,1,
Sales & Marketing,Masters & above,Male,1,46,1,15,0,50,,3,
Sales & Marketing,Bachelors,Male,2,26,N/A,1,0,50,,1,
Procurement,Bachelors,Male,1,31,5,5,1,68,,3,
Procurement,Bachelors,Female,1,28,N/A,1,0,72,,1,
Finance,Bachelors,Male,3,32,4,7,1,60,,1,
Operations,Bachelors,Male,1,36,3,3,1,65,,1,
Technology,Bachelors,Female,1,29,3,7,0,79,,1,
Operations,Bachelors,Male,1,32,5,10,1,59,,1,
Sales & Marketing,Bachelors,Male,1,38,3,7,1,90,,1,
Operations,Bachelors,Male,1,28,2,2,0,60,,1,
Sales & Marketing,Bachelors,Female,1,46,3,11,0,52,,1,
Sales & Marketing,Bachelors,Male,1,32,2,5,0,51,,1,
Analytics,Bachelors,Male,1,39,3,3,0,85,,1,
Technology,Masters & above,Female,1,36,1,7,0,77,,1,
Operations,Masters & above,Female,1,40,3,4,1,59,,3,
Operations,Bachelors,Male,1,25,N/A,1,1,61,,1,
Analytics,Masters & above,Male,1,43,5,3,1,83,,1,
Sales & Marketing,N/A,Male,1,27,3,2,0,47,,1,
Procurement,Masters & above,Male,1,38,4,10,0,66,,1,
Procurement,Masters & above,Male,1,41,2,6,0,79,,1,
Operations,Bachelors,Female,1,32,5,3,0,63,,1,
Sales & Marketing,Masters & above,Female,2,46,3,7,1,52,,1,
Sales & Marketing,Bachelors,Male,1,37,3,7,1,53,,1,
Operations,Bachelors,Female,2,34,5,4,1,58,,1,
Technology,Bachelors,Female,1,31,3,3,0,77,,1,
HR,Masters & above,Female,1,36,3,5,1,92,,1,
Sales & Marketing,Bachelors,Male,1,28,5,2,1,48,,3,
Technology,Bachelors,Female,1,26,N/A,1,0,78,,1,
Sales & Marketing,Bachelors,Male,1,30,4,8,1,48,,1,
Operations,Bachelors,Male,1,35,5,10,0,59,,1,
Sales & Marketing,Bachelors,Male,1,30,1,4,0,52,,1,
Operations,Bachelors,Male,1,35,5,7,1,60,,1,
Sales & Marketing,Bachelors,Male,1,25,4,2,1,50,,1,
Operations,Bachelors,Female,1,27,3,3,0,58,,1,
Analytics,Bachelors,Female,1,29,3,4,0,83,,3,
R&D,Bachelors,Male,1,32,N/A,1,0,86,,1,
Procurement,Masters & above,Female,1,59,5,17,1,73,,1,
R&D,Bachelors,Male,1,29,3,3,0,84,,1,
Sales & Marketing,Bachelors,Male,2,46,4,5,1,48,,1,
